State,Month,Year,Min_Temp,Max_Temp,Humidity,Rainfall
Maharashtra,11,2024,16.52,22.94,73.309,0.0
Maharashtra,12,2019,15.39,21.83,76.85677419354839,0.1503225806451613
Maharashtra,12,2020,15.82,21.5,67.75870967741936,0.05129032258064516
Maharashtra,12,2021,16.43,20.91,72.45129032258063,0.42838709677419357
Maharashtra,12,2022,15.63,23.07,68.55548387096773,0.49548387096774194
Maharashtra,12,2023,16.69,22.51,66.53903225806452,0.32
Maharashtra,12,2024,15.89,23.96,64.92967741935485,0.17451612903225808
Manipur,1,2019,12.62,17.6,57.87677419354839,0.020967741935483872
Manipur,1,2020,11.27,16.69,73.65096774193547,1.2841935483870968
Manipur,1,2021,12.85,18.15,68.4474193548387,0.1664516129032258
Manipur,1,2022,10.85,17.48,67.92032258064516,0.8035483870967742
Manipur,1,2023,12.03,19.55,57.4241935483871,0.0
Manipur,1,2024,11.58,15.85,62.8258064516129,0.0019354838709677422
Manipur,1,2025,12.87,16.68,69.66032258064516,0.061612903225806454
Manipur,2,2019,14.28,19.26,57.69178571428571,0.9128571428571429
Manipur,2,2020,11.87,19.98,63.98103448275862,0.24275862068965517
Manipur,2,2021,12.06,19.77,55.833214285714284,0.0010714285714285715
Manipur,2,2022,10.9,17.82,64.35392857142857,1.529642857142857
Manipur,2,2023,14.68,20.37,51.44178571428571,0.07392857142857143
Manipur,2,2024,12.9,17.61,63.62965517241379,2.013793103448276
Manipur,3,2019,15.48,22.88,59.15032258064517,1.1596774193548387
Manipur,3,2020,18.06,23.54,57.328709677419354,0.5570967741935484
Manipur,3,2021,18.62,24.2,50.95548387096774,2.246451612903226
Manipur,3,2022,17.55,23.82,51.854516129032255,1.142258064516129
Manipur,3,2023,17.68,23.23,55.730000000000004,1.6458064516129032
Manipur,3,2024,16.78,23.52,61.82548387096774,1.9038709677419354
Manipur,4,2019,20.5,26.4,65.38033333333334,2.4166666666666665
Manipur,4,2020,19.29,26.55,62.227,3.1616666666666666
Manipur,4,2021,21.69,26.2,57.666000000000004,1.4756666666666667
Manipur,4,2022,21.64,25.6,69.28500000000001,5.361666666666666
Manipur,4,2023,19.36,26.23,58.541333333333334,2.2670000000000003
Manipur,4,2024,22.02,25.51,64.87833333333333,3.9070000000000005
Manipur,5,2019,23.26,26.6,72.75193548387097,4.27258064516129
Manipur,5,2020,21.68,27.12,72.6416129032258,5.045483870967741
Manipur,5,2021,21.55,28.07,72.80322580645162,4.219032258064516
Manipur,5,2022,21.06,25.31,82.11677419354838,10.92258064516129
Manipur,5,2023,20.95,28.36,65.85290322580646,3.0116129032258065
Manipur,5,2024,22.08,27.66,75.76741935483871,9.990322580645161
Manipur,6,2019,23.48,27.0,80.32,5.729
Manipur,6,2020,21.98,25.88,85.25466666666667,7.547
Manipur,6,2021,22.48,27.0,81.06133333333334,5.185333333333333
Manipur,6,2022,20.85,24.59,87.46000000000001,11.030000000000001
Manipur,6,2023,23.45,27.42,77.865,7.196666666666667
Manipur,6,2024,23.56,26.22,85.758,7.535333333333333
Manipur,7,2019,22.73,26.78,86.06516129032258,7.121612903225807
Manipur,7,2020,22.29,25.84,87.96451612903226,6.597741935483871
Manipur,7,2021,23.53,26.74,82.38419354838709,6.239354838709678
Manipur,7,2022,22.83,26.81,86.03580645161291,5.959354838709678
Manipur,7,2023,23.85,27.4,81.51225806451613,4.846774193548387
Manipur,7,2024,23.46,27.45,86.42290322580645,10.567096774193548
Manipur,8,2019,23.33,27.0,84.27741935483871,4.506129032258064
Manipur,8,2020,22.66,27.12,87.31741935483872,4.996774193548387
Manipur,8,2021,23.06,25.12,87.86935483870967,6.394193548387097
Manipur,8,2022,22.43,25.62,85.63290322580644,2.6261290322580644
Manipur,8,2023,22.1,26.51,85.81548387096775,6.82516129032258
Manipur,8,2024,22.46,26.28,88.36516129032259,10.562903225806451
Manipur,9,2019,20.72,26.25,86.463,6.748
Manipur,9,2020,22.48,25.67,87.09433333333332,5.79
Manipur,9,2021,22.65,25.96,84.259,3.1636666666666664
Manipur,9,2022,22.22,25.16,85.635,4.631
Manipur,9,2023,22.96,26.71,82.30199999999999,3.4703333333333335
Manipur,9,2024,22.21,27.04,85.645,5.207333333333334
Manipur,10,2019,19.49,23.39,87.09225806451613,5.645806451612904
Manipur,10,2020,21.14,25.19,87.4158064516129,5.35741935483871
Manipur,10,2021,20.01,26.92,79.71967741935484,2.718709677419355
Manipur,10,2022,19.19,24.33,83.61096774193548,3.7516129032258063
Manipur,10,2023,20.03,24.75,76.9158064516129,1.5270967741935484
Manipur,10,2024,20.27,23.4,88.70870967741936,5.130322580645161
Manipur,11,2019,17.27,21.87,83.42633333333333,1.1953333333333334
Manipur,11,2020,15.67,21.78,80.865,2.118333333333333
Manipur,11,2021,16.77,21.19,70.99066666666666,0.30666666666666664
Manipur,11,2022,17.62,21.61,70.27866666666667,0.021666666666666667
Manipur,11,2023,16.81,22.5,69.82866666666668,2.1043333333333334
Manipur,11,2024,15.24,21.54,82.23533333333333,0.9593333333333334
Manipur,12,2019,12.08,16.85,71.91193548387096,0.20225806451612904
Manipur,12,2020,13.22,17.84,74.43161290322581,0.0
Manipur,12,2021,14.24,19.86,69.9858064516129,1.4748387096774194
Manipur,12,2022,12.44,21.26,68.4258064516129,0.3258064516129032
Manipur,12,2023,13.47,20.16,71.01354838709678,1.308064516129032
Manipur,12,2024,13.1,18.07,73.63064516129033,0.000967741935483871
Meghalaya,1,2019,10.88,15.62,69.66064516129032,0.00935483870967742
Meghalaya,1,2020,8.71,14.43,81.60903225806452,0.8967741935483872
Meghalaya,1,2021,9.42,16.21,80.1116129032258,0.0996774193548387
Meghalaya,1,2022,7.96,14.42,81.20516129032258,0.7683870967741936
Meghalaya,1,2023,8.92,15.94,74.60064516129032,0.0
Meghalaya,1,2024,10.01,13.02,77.22354838709677,0.059354838709677414
Meghalaya,1,2025,9.87,14.41,77.30096774193548,0.03096774193548387
Meghalaya,2,2019,11.17,17.31,64.72285714285714,1.5864285714285715
Meghalaya,2,2020,9.3,17.15,71.29758620689655,0.5896551724137932
Meghalaya,2,2021,9.74,17.51,62.99142857142857,0.08928571428571429
Meghalaya,2,2022,7.86,15.32,74.68714285714285,1.9767857142857144
Meghalaya,2,2023,11.84,17.22,65.30964285714286,0.34035714285714286
Meghalaya,2,2024,9.57,15.24,66.9193103448276,1.2006896551724138
Meghalaya,3,2019,11.27,20.6,60.16548387096774,1.4787096774193549
Meghalaya,3,2020,14.7,20.57,67.57096774193548,0.8048387096774193
Meghalaya,3,2021,15.91,21.39,59.34838709677419,2.4412903225806453
Meghalaya,3,2022,15.01,21.83,64.13483870967742,3.724516129032258
Meghalaya,3,2023,15.28,19.56,71.37677419354839,6.022258064516129
Meghalaya,3,2024,14.64,20.17,67.34903225806453,5.249354838709677
Meghalaya,4,2019,17.75,24.06,78.16666666666667,8.898333333333333
Meghalaya,4,2020,17.43,23.0,73.70100000000001,10.807333333333334
Meghalaya,4,2021,18.77,23.14,69.75966666666666,5.933000000000001
Meghalaya,4,2022,19.47,22.37,86.37933333333334,18.86433333333333
Meghalaya,4,2023,16.48,24.19,71.06,5.168666666666667
Meghalaya,4,2024,18.81,22.42,71.21433333333333,5.634666666666666
Meghalaya,5,2019,20.5,23.06,88.02774193548387,20.74258064516129
Meghalaya,5,2020,20.06,23.22,85.36322580645162,29.4941935483871
Meghalaya,5,2021,19.03,24.03,86.90903225806451,14.585806451612903
Meghalaya,5,2022,20.54,23.42,88.47645161290322,26.82677419354839
Meghalaya,5,2023,19.83,24.68,80.10967741935484,8.011290322580646
Meghalaya,5,2024,19.4,25.41,83.65806451612903,23.080000000000002
Meghalaya,6,2019,21.67,25.54,91.047,27.849
Meghalaya,6,2020,21.54,23.86,93.25766666666667,36.60133333333333
Meghalaya,6,2021,21.58,24.02,92.10866666666668,23.033
Meghalaya,6,2022,20.91,23.16,94.014,43.70133333333333
Meghalaya,6,2023,22.36,24.84,89.261,35.12533333333333
Meghalaya,6,2024,22.4,25.1,92.57566666666666,44.272333333333336
Meghalaya,7,2019,22.35,25.32,93.1858064516129,39.160322580645165
Meghalaya,7,2020,22.38,23.92,94.14064516129032,36.020322580645164
Meghalaya,7,2021,22.06,24.91,92.62129032258065,17.921290322580642
Meghalaya,7,2022,21.68,25.0,91.60516129032258,13.663548387096775
Meghalaya,7,2023,22.69,25.23,91.51612903225806,22.22774193548387
Meghalaya,7,2024,22.88,25.6,92.23354838709677,23.644193548387097
Meghalaya,8,2019,22.74,25.71,90.75225806451614,11.89516129032258
Meghalaya,8,2020,21.92,25.71,91.7825806451613,16.993548387096773
Meghalaya,8,2021,21.77,24.68,93.50903225806452,28.52741935483871
Meghalaya,8,2022,22.21,25.12,90.57129032258065,9.862580645161291
Meghalaya,8,2023,22.33,25.7,92.58806451612904,22.234193548387097
Meghalaya,8,2024,22.0,24.45,92.9258064516129,24.51322580645161
Meghalaya,9,2019,19.46,24.43,90.711,18.403000000000002
Meghalaya,9,2020,21.8,24.71,93.27466666666666,29.625999999999998
Meghalaya,9,2021,21.36,24.19,89.99066666666666,7.026333333333333
Meghalaya,9,2022,21.19,24.04,91.382,12.967333333333332
Meghalaya,9,2023,21.4,24.68,89.60566666666666,8.914
Meghalaya,9,2024,21.05,25.75,88.01066666666667,7.616666666666666
Meghalaya,10,2019,17.18,21.78,87.44580645161291,12.175806451612903
Meghalaya,10,2020,19.53,24.12,89.43709677419355,12.003870967741936
Meghalaya,10,2021,16.79,24.46,88.0325806451613,6.114516129032259
Meghalaya,10,2022,17.31,23.79,87.49967741935482,10.511612903225807
Meghalaya,10,2023,17.73,23.29,84.9767741935484,11.10225806451613
Meghalaya,10,2024,19.35,23.32,88.72870967741936,8.338387096774193
Meghalaya,11,2019,15.56,19.78,85.99233333333333,0.6950000000000001
Meghalaya,11,2020,12.59,20.91,81.01066666666667,0.22166666666666665
Meghalaya,11,2021,13.53,17.58,80.407,0.004666666666666667
Meghalaya,11,2022,14.65,19.55,77.68433333333333,0.024666666666666667
Meghalaya,11,2023,15.64,20.01,77.87533333333334,0.933
Meghalaya,11,2024,14.12,19.5,81.08033333333333,0.089
Meghalaya,12,2019,10.23,16.12,81.11032258064516,0.07483870967741935
Meghalaya,12,2020,9.67,16.13,83.23258064516129,0.0012903225806451613
Meghalaya,12,2021,11.45,17.12,79.73,0.4832258064516129
Meghalaya,12,2022,9.78,16.49,82.12645161290322,0.17645161290322584
Meghalaya,12,2023,11.52,17.43,81.78806451612903,0.717741935483871
Meghalaya,12,2024,10.23,15.14,77.37032258064517,0.0003225806451612903
Mizoram,1,2019,12.72,17.77,54.36741935483871,0.0012903225806451613
Mizoram,1,2020,9.77,15.88,73.59645161290322,1.9138709677419354
Mizoram,1,2021,12.33,18.99,63.45870967741936,0.045806451612903226
Mizoram,1,2022,10.43,16.41,66.09612903225806,0.5638709677419355
Mizoram,1,2023,12.72,19.21,52.986774193548385,0.02838709677419355
Mizoram,1,2024,10.88,15.02,57.895483870967745,0.1764516129032258
Mizoram,1,2025,13.6,17.23,60.74774193548387,0.006774193548387097
Mizoram,2,2019,14.34,19.41,54.92857142857143,1.3053571428571427
Mizoram,2,2020,10.56,19.47,61.66724137931034,0.1886206896551724
Mizoram,2,2021,10.92,19.55,52.06678571428571,0.0
Mizoram,2,2022,11.01,19.34,57.81785714285714,0.7185714285714286
Mizoram,2,2023,14.92,20.12,49.955357142857146,0.0010714285714285715
Mizoram,2,2024,13.75,19.35,59.08275862068966,0.5310344827586208
Mizoram,3,2019,15.95,22.55,61.24290322580645,1.6138709677419356
Mizoram,3,2020,17.84,23.08,57.012903225806454,0.07161290322580646
Mizoram,3,2021,18.28,24.41,49.601290322580645,0.1764516129032258
Mizoram,3,2022,17.24,24.09,48.65354838709678,0.31354838709677424
Mizoram,3,2023,16.66,22.95,54.84935483870967,2.5693548387096774
Mizoram,3,2024,17.23,23.82,56.33129032258064,2.0470967741935486
Mizoram,4,2019,19.28,25.9,63.90333333333333,1.45
Mizoram,4,2020,20.92,24.86,65.64933333333333,3.6296666666666666
Mizoram,4,2021,21.74,25.75,53.14366666666667,1.6963333333333332
Mizoram,4,2022,22.39,26.25,62.864333333333335,1.1553333333333335
Mizoram,4,2023,18.94,25.57,61.66133333333334,1.4896666666666667
Mizoram,4,2024,22.19,26.28,59.13666666666666,1.0016666666666667
Mizoram,5,2019,22.55,26.08,72.28387096774195,6.240322580645162
Mizoram,5,2020,21.61,26.47,76.58967741935484,7.960967741935484
Mizoram,5,2021,21.12,26.45,71.78322580645163,4.330645161290323
Mizoram,5,2022,21.06,25.9,78.14935483870968,7.52741935483871
Mizoram,5,2023,20.56,27.03,68.71451612903226,2.198709677419355
Mizoram,5,2024,21.54,27.32,75.39290322580645,11.130967741935484
Mizoram,6,2019,21.73,26.01,83.836,8.037666666666667
Mizoram,6,2020,21.2,24.85,86.53833333333334,9.105666666666668
Mizoram,6,2021,21.45,25.47,85.13866666666667,9.311333333333332
Mizoram,6,2022,20.44,24.41,85.54266666666668,9.65
Mizoram,6,2023,22.69,26.43,81.625,8.152666666666667
Mizoram,6,2024,22.59,25.75,86.76866666666666,14.810333333333334
Mizoram,7,2019,21.76,25.4,89.56806451612904,32.20290322580645
Mizoram,7,2020,22.18,24.42,88.72290322580645,9.355161290322581
Mizoram,7,2021,21.21,25.9,87.18645161290323,9.683225806451613
Mizoram,7,2022,22.03,25.64,84.44516129032259,7.068064516129032
Mizoram,7,2023,23.47,26.73,82.46354838709676,3.8003225806451613
Mizoram,7,2024,22.69,26.2,87.6758064516129,12.630322580645162
Mizoram,8,2019,21.92,26.29,87.5158064516129,9.361612903225806
Mizoram,8,2020,21.86,25.93,88.00161290322582,5.984193548387096
Mizoram,8,2021,21.33,24.83,88.9058064516129,10.013225806451613
Mizoram,8,2022,21.87,25.48,85.54741935483871,6.731290322580644
Mizoram,8,2023,21.63,25.45,89.06032258064516,16.256774193548388
Mizoram,8,2024,21.28,25.54,89.72709677419354,19.78451612903226
Mizoram,9,2019,20.84,25.02,88.56366666666666,7.999
Mizoram,9,2020,22.13,25.86,87.22866666666667,8.216666666666667
Mizoram,9,2021,21.66,25.22,86.903,5.794
Mizoram,9,2022,20.75,24.96,87.49466666666667,7.489
Mizoram,9,2023,22.92,25.16,87.15366666666667,8.982333333333335
Mizoram,9,2024,21.92,26.47,87.81700000000001,10.351333333333335
Mizoram,10,2019,19.75,23.24,86.4758064516129,5.249677419354839
Mizoram,10,2020,20.7,24.86,88.17322580645161,9.390967741935484
Mizoram,10,2021,20.2,25.26,85.44612903225806,4.066129032258065
Mizoram,10,2022,18.36,24.0,85.17064516129032,5.596129032258064
Mizoram,10,2023,19.21,24.18,83.84677419354838,2.483225806451613
Mizoram,10,2024,20.47,23.76,85.76612903225806,4.2458064516129035
Mizoram,11,2019,15.52,20.74,81.84033333333333,4.232
Mizoram,11,2020,15.54,21.07,79.13633333333334,1.7163333333333335
Mizoram,11,2021,16.04,21.25,76.407,0.8743333333333333
Mizoram,11,2022,16.14,21.2,76.47,0.08333333333333333
Mizoram,11,2023,16.66,21.69,78.34333333333333,2.6326666666666667
Mizoram,11,2024,14.39,21.41,82.87333333333332,0.6726666666666666
Mizoram,12,2019,12.1,15.83,75.10193548387096,0.2235483870967742
Mizoram,12,2020,12.92,17.24,71.2490322580645,0.0
Mizoram,12,2021,13.38,19.11,76.63516129032259,1.860322580645161
Mizoram,12,2022,12.23,20.79,63.15096774193549,0.38741935483870965
Mizoram,12,2023,13.16,19.83,73.46870967741935,0.6974193548387098
Mizoram,12,2024,12.69,18.93,68.27032258064517,0.015161290322580644
NCT of Delhi,1,2019,9.25,17.58,47.2383870967742,1.2645161290322582
NCT of Delhi,1,2020,8.91,15.15,62.40806451612903,0.9580645161290322
NCT of Delhi,1,2021,10.3,16.9,53.622580645161285,1.3583870967741936
NCT of Delhi,1,2022,9.66,15.68,72.3025806451613,2.7935483870967746
NCT of Delhi,1,2023,7.52,15.66,52.37032258064516,1.1651612903225808
NCT of Delhi,1,2024,10.52,16.25,46.88709677419355,0.11967741935483871
NCT of Delhi,1,2025,11.41,17.02,49.55064516129032,0.2238709677419355
NCT of Delhi,2,2019,11.44,20.28,52.275357142857146,0.8217857142857142
NCT of Delhi,2,2020,11.31,20.25,49.82448275862069,0.5496551724137931
NCT of Delhi,2,2021,13.61,24.14,38.61714285714286,0.11714285714285713
NCT of Delhi,2,2022,11.53,18.79,60.87642857142857,0.7557142857142857
NCT of Delhi,2,2023,12.69,23.51,39.895357142857144,0.0
NCT of Delhi,2,2024,12.24,20.38,43.04344827586207,0.646206896551724
NCT of Delhi,3,2019,15.81,29.58,40.43451612903226,0.31967741935483873
NCT of Delhi,3,2020,16.52,25.04,55.75967741935484,2.205806451612903
NCT of Delhi,3,2021,20.3,30.57,26.877096774193546,0.12741935483870967
NCT of Delhi,3,2022,17.68,30.31,41.15870967741936,0.0
NCT of Delhi,3,2023,19.76,26.23,44.91161290322581,2.0735483870967744
NCT of Delhi,3,2024,13.96,30.91,31.95193548387097,0.4745161290322581
NCT of Delhi,4,2019,22.78,34.69,29.037666666666667,0.5856666666666667
NCT of Delhi,4,2020,22.59,32.17,39.589333333333336,0.48233333333333334
NCT of Delhi,4,2021,25.61,34.24,18.907666666666668,0.11499999999999999
NCT of Delhi,4,2022,28.74,36.53,17.028666666666666,0.02
NCT of Delhi,4,2023,22.47,32.22,36.97633333333333,0.48633333333333334
NCT of Delhi,4,2024,25.5,33.34,24.437666666666665,0.27699999999999997
NCT of Delhi,5,2019,28.36,38.59,25.831935483870968,0.8741935483870968
NCT of Delhi,5,2020,29.64,38.76,30.598064516129032,1.5280645161290323
NCT of Delhi,5,2021,25.73,34.73,34.88967741935484,3.4612903225806457
NCT of Delhi,5,2022,29.12,38.86,25.56096774193548,1.306774193548387
NCT of Delhi,5,2023,22.86,37.22,38.71193548387097,2.5693548387096774
NCT of Delhi,5,2024,26.91,40.56,18.450967741935486,0.013870967741935485
NCT of Delhi,6,2019,32.59,40.42,27.149,0.4233333333333333
NCT of Delhi,6,2020,30.01,37.99,41.684666666666665,1.601
NCT of Delhi,6,2021,30.88,37.27,45.21266666666667,2.2359999999999998
NCT of Delhi,6,2022,31.0,38.84,32.945,2.4560000000000004
NCT of Delhi,6,2023,28.32,36.97,49.617333333333335,3.5919999999999996
NCT of Delhi,6,2024,30.73,41.0,31.558666666666667,3.1540000000000004
NCT of Delhi,7,2019,29.22,38.94,56.041612903225804,5.927741935483871
NCT of Delhi,7,2020,28.5,37.57,59.89709677419355,6.637096774193548
NCT of Delhi,7,2021,28.1,37.71,65.29677419354839,11.94
NCT of Delhi,7,2022,29.03,35.55,65.3083870967742,6.410322580645161
NCT of Delhi,7,2023,29.08,34.47,75.90870967741935,8.689032258064517
NCT of Delhi,7,2024,29.48,34.01,69.94967741935484,5.51
NCT of Delhi,8,2019,27.89,32.24,73.33612903225807,5.130322580645161
NCT of Delhi,8,2020,27.75,33.18,77.85870967741936,7.058064516129033
NCT of Delhi,8,2021,26.92,30.19,79.64354838709679,5.235806451612904
NCT of Delhi,8,2022,28.61,31.93,70.4841935483871,2.0999999999999996
NCT of Delhi,8,2023,28.48,31.63,73.8483870967742,3.6867741935483873
NCT of Delhi,8,2024,27.18,30.16,84.1758064516129,8.509032258064515
NCT of Delhi,9,2019,26.76,32.12,70.14233333333333,2.130666666666667
NCT of Delhi,9,2020,27.79,31.19,63.25866666666666,0.848
NCT of Delhi,9,2021,25.69,28.85,86.72766666666666,8.400666666666668
NCT of Delhi,9,2022,26.37,32.59,68.22633333333333,7.157666666666667
NCT of Delhi,9,2023,27.16,31.4,68.53666666666666,2.659666666666667
NCT of Delhi,9,2024,26.55,30.67,82.26733333333333,6.765000000000001
NCT of Delhi,10,2019,23.33,28.05,54.218387096774194,0.8422580645161291
NCT of Delhi,10,2020,21.08,28.81,34.20612903225807,0.0
NCT of Delhi,10,2021,19.18,29.01,70.83322580645161,2.50258064516129
NCT of Delhi,10,2022,21.41,27.42,68.44903225806452,3.085806451612903
NCT of Delhi,10,2023,23.21,29.46,51.31903225806452,0.25677419354838704
NCT of Delhi,10,2024,24.82,28.38,61.325161290322576,0.026129032258064518
NCT of Delhi,11,2019,16.1,24.8,53.83866666666667,0.47333333333333333
NCT of Delhi,11,2020,15.69,22.31,36.647666666666666,0.13566666666666669
NCT of Delhi,11,2021,15.65,20.75,59.15,0.0003333333333333333
NCT of Delhi,11,2022,16.3,23.22,60.934333333333335,0.001
NCT of Delhi,11,2023,17.23,24.42,51.432,0.3143333333333333
NCT of Delhi,11,2024,17.94,24.81,51.184666666666665,0.0
NCT of Delhi,12,2019,7.25,16.61,54.44483870967742,0.8503225806451614
NCT of Delhi,12,2020,9.78,20.4,39.95548387096774,0.017096774193548388
NCT of Delhi,12,2021,7.96,17.81,57.91225806451613,0.17806451612903224
NCT of Delhi,12,2022,9.79,17.69,51.00516129032258,0.0003225806451612903
NCT of Delhi,12,2023,13.24,19.59,48.17258064516129,0.01838709677419355
NCT of Delhi,12,2024,11.84,19.73,48.63935483870968,1.0193548387096774
Nagaland,1,2019,11.02,15.59,68.46870967741935,0.26161290322580644
Nagaland,1,2020,8.86,14.0,78.20161290322581,0.9516129032258065
Nagaland,1,2021,11.37,16.1,75.05677419354839,0.25064516129032255
Nagaland,1,2022,9.89,15.09,73.3358064516129,0.9651612903225807
Nagaland,1,2023,10.05,17.04,66.13870967741936,0.02903225806451613
Nagaland,1,2024,10.25,13.82,69.19806451612902,0.04612903225806452
Nagaland,1,2025,11.49,14.5,76.39967741935483,0.2625806451612903
Nagaland,2,2019,11.93,16.91,68.09035714285714,1.3492857142857144
Nagaland,2,2020,11.05,17.99,73.54172413793104,0.4686206896551724
Nagaland,2,2021,11.61,17.5,69.21178571428571,0.16214285714285714
Nagaland,2,2022,9.7,15.72,70.76428571428572,2.1485714285714286
Nagaland,2,2023,12.66,18.16,67.48678571428572,0.7685714285714286
Nagaland,2,2024,10.84,16.23,67.74655172413793,1.4482758620689655
Nagaland,3,2019,13.7,21.15,64.5958064516129,1.6051612903225805
Nagaland,3,2020,15.78,21.0,67.41741935483871,0.6051612903225806
Nagaland,3,2021,16.04,20.93,63.08032258064516,1.8412903225806452
Nagaland,3,2022,15.64,22.65,59.71935483870968,0.7183870967741937
Nagaland,3,2023,16.33,20.6,65.30322580645162,2.534838709677419
Nagaland,3,2024,14.98,20.71,64.45935483870967,2.1238709677419356
Nagaland,4,2019,19.09,25.15,68.76299999999999,3.6169999999999995
Nagaland,4,2020,18.52,23.53,68.727,4.547666666666667
Nagaland,4,2021,19.68,24.9,61.57066666666666,1.079
Nagaland,4,2022,18.84,24.14,72.38233333333332,5.756333333333333
Nagaland,4,2023,17.42,24.78,61.59466666666666,2.95
Nagaland,4,2024,20.8,24.31,65.15233333333333,3.009666666666667
Nagaland,5,2019,21.79,25.41,74.21612903225805,7.73741935483871
Nagaland,5,2020,21.01,25.99,72.84064516129033,7.709354838709678
Nagaland,5,2021,20.67,26.36,72.73935483870967,5.059677419354839
Nagaland,5,2022,19.16,25.6,76.60483870967742,8.031612903225806
Nagaland,5,2023,20.5,26.98,66.70387096774193,4.751935483870968
Nagaland,5,2024,20.66,27.37,70.4616129032258,6.828064516129033
Nagaland,6,2019,23.79,26.79,78.00533333333333,9.46
Nagaland,6,2020,21.74,26.65,80.58666666666666,11.451333333333334
Nagaland,6,2021,22.66,26.14,79.85733333333333,7.727666666666666
Nagaland,6,2022,20.87,25.65,81.16033333333333,10.240333333333332
Nagaland,6,2023,23.14,27.2,76.66433333333333,10.470333333333334
Nagaland,6,2024,23.08,26.61,79.23566666666667,11.187666666666667
Nagaland,7,2019,22.54,26.69,83.94612903225806,11.510967741935483
Nagaland,7,2020,22.76,25.5,86.1241935483871,10.170967741935485
Nagaland,7,2021,23.45,26.62,81.78612903225806,8.55225806451613
Nagaland,7,2022,22.91,28.42,82.05032258064516,8.154516129032258
Nagaland,7,2023,24.21,28.06,79.61548387096774,10.696129032258064
Nagaland,7,2024,23.53,27.53,82.9158064516129,13.94741935483871
Nagaland,8,2019,23.22,27.08,82.60451612903226,8.609677419354838
Nagaland,8,2020,23.46,27.46,84.62322580645161,8.058064516129033
Nagaland,8,2021,22.95,26.4,84.97548387096775,8.220322580645162
Nagaland,8,2022,23.35,26.41,81.73967741935483,5.384838709677419
Nagaland,8,2023,22.24,26.52,84.73322580645161,9.458064516129031
Nagaland,8,2024,22.83,27.34,83.90290322580644,10.622903225806452
Nagaland,9,2019,20.3,26.1,84.53166666666667,10.975999999999999
Nagaland,9,2020,21.85,25.5,85.463,7.333333333333333
Nagaland,9,2021,22.15,26.3,82.44466666666668,6.576666666666667
Nagaland,9,2022,22.43,25.61,83.49499999999999,6.976333333333333
Nagaland,9,2023,23.16,26.41,79.59433333333332,4.6466666666666665
Nagaland,9,2024,22.23,27.33,80.64133333333334,8.247666666666667
Nagaland,10,2019,18.12,23.12,83.3083870967742,6.110967741935484
Nagaland,10,2020,19.69,25.81,85.21225806451612,6.497741935483871
Nagaland,10,2021,19.17,25.79,80.46741935483871,3.353548387096774
Nagaland,10,2022,17.83,25.3,80.92258064516129,5.678387096774194
Nagaland,10,2023,18.6,24.88,79.56741935483872,2.568064516129032
Nagaland,10,2024,19.21,23.4,84.48483870967742,4.203548387096775
Nagaland,11,2019,16.55,21.16,80.762,0.6709999999999999
Nagaland,11,2020,14.99,22.03,78.02866666666667,1.0186666666666668
Nagaland,11,2021,14.42,19.08,76.47166666666666,0.16466666666666668
Nagaland,11,2022,15.81,18.96,72.50266666666667,0.0
Nagaland,11,2023,16.06,19.8,75.761,1.1163333333333334
Nagaland,11,2024,14.21,21.18,78.33233333333332,0.251
Nagaland,12,2019,10.85,15.73,75.97645161290322,0.11548387096774194
Nagaland,12,2020,11.39,16.63,76.54096774193549,0.028064516129032258
Nagaland,12,2021,11.84,17.56,74.69870967741934,0.5309677419354838
Nagaland,12,2022,10.79,17.82,74.7441935483871,0.407741935483871
Nagaland,12,2023,12.25,18.14,76.22612903225807,1.2335483870967743
Nagaland,12,2024,11.22,15.11,73.91935483870968,0.0025806451612903226
Odisha,1,2019,14.99,20.12,59.13741935483871,0.011612903225806452
Odisha,1,2020,13.06,21.77,74.28129032258065,0.516774193548387
Odisha,1,2021,17.01,22.65,61.53032258064516,0.043548387096774194
Odisha,1,2022,13.72,19.8,75.24548387096775,1.2648387096774194
Odisha,1,2023,15.17,23.35,58.210967741935484,0.004193548387096774
Odisha,1,2024,16.5,20.69,66.62225806451613,0.6448387096774194
Odisha,1,2025,16.24,23.57,61.91870967741936,0.0
Odisha,2,2019,18.77,27.4,51.6725,1.1407142857142856
Odisha,2,2020,16.48,22.97,64.96068965517242,2.1262068965517242
Odisha,2,2021,17.4,26.6,42.35285714285715,0.0525
Odisha,2,2022,16.32,25.45,60.30142857142857,0.5857142857142856
Odisha,2,2023,19.37,26.87,38.862857142857145,0.00035714285714285714
Odisha,2,2024,19.17,26.94,54.515517241379314,0.5648275862068965
Odisha,3,2019,22.95,31.23,52.6325806451613,0.9093548387096775
Odisha,3,2020,22.99,29.85,60.776774193548384,2.2467741935483874
Odisha,3,2021,25.97,32.3,31.98741935483871,0.38677419354838705
Odisha,3,2022,25.03,31.72,45.6583870967742,0.017741935483870968
Odisha,3,2023,22.58,30.48,43.87580645161291,1.6103225806451613
Odisha,3,2024,21.19,32.31,47.32741935483871,1.7748387096774192
Odisha,4,2019,30.51,34.92,41.758,1.2143333333333333
Odisha,4,2020,28.39,33.37,47.906666666666666,3.4506666666666663
Odisha,4,2021,30.9,33.41,41.039,0.7636666666666667
Odisha,4,2022,31.63,35.88,38.225,0.075
Odisha,4,2023,27.03,35.16,39.717,1.4106666666666667
